水泥成分,,,,,水泥强度,单方水泥用量,用水量,水灰比,,,粗骨料,,细骨料,粉煤灰成分,,,,,一级粉煤灰用量,二级粉煤灰用量,矿渣成分,,,,,矿渣用量,石灰石粉,硅灰比表面积,硅灰用量,28天强度,碳化开始时间,碳化持续时间,碳化深度
C-Ca,C-Si,C-Al,C-Fe,C-Mg,strength,cement,water,ratio,waterloss,gasml,bigagregate,mosu_sm,smallagregate,FA-Ca,FA-Si,FA-Al,FA-Fe,FA-Mg,FA-1,FA-2,Slag-Ca,Slag-Si,Slag-Al,Slag-Fe,Slag-Mg,Slag,Ca-powder,Si-surface,Si-powder,strength28d,begintime,holdtime,deepth
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,440,195,0.44,,,1124,2.86,583.62,,,,,,,,,,,,,,,,0,17.43,28,14,3.05
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,440,195,0.44,,,1124,2.86,551.2,,,,,,,,,,,,,,,,0,15.45,28,14,20.1
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,648,,,,,,,,,,,,,,,,44,29.73,28,14,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,583.62,,,,,,,,,,,,,,,,44,35.8,28,14,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,551.2,,,,,,,,,,,,,,,,44,39.89,28,14,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,648,,,,,,,,,,,,,,,,0,31.87,28,14,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,583.62,,,,,,,,,,,,,,,,0,41.88,28,14,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,551.2,,,,,,,,,,,,,,,,0,42.3,28,14,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,440,195,0.44,,,1124,2.86,648,,,,,,,,,,,,,,,,0,20.83,28,28,9.01
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,440,195,0.44,,,1124,2.86,583.62,,,,,,,,,,,,,,,,0,17.43,28,28,5.46
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,440,195,0.44,,,1124,2.86,551.2,,,,,,,,,,,,,,,,0,15.45,28,28,4.49
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,648,,,,,,,,,,,,,,,,44,29.73,28,28,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,583.62,,,,,,,,,,,,,,,,44,35.8,28,28,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,551.2,,,,,,,,,,,,,,,,44,39.89,28,28,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,648,,,,,,,,,,,,,,,,0,31.87,28,28,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,583.62,,,,,,,,,,,,,,,,0,41.88,28,28,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,551.2,,,,,,,,,,,,,,,,0,42.3,28,28,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,440,195,0.44,,,1124,2.86,648,,,,,,,,,,,,,,,,0,20.83,28,56,27.94
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,440,195,0.44,,,1124,2.86,583.62,,,,,,,,,,,,,,,,0,17.43,28,56,13.02
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,440,195,0.44,,,1124,2.86,551.2,,,,,,,,,,,,,,,,0,15.45,28,56,15.74
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,648,,,,,,,,,,,,,,,,44,29.73,28,56,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,583.62,,,,,,,,,,,,,,,,44,35.8,28,56,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,551.2,,,,,,,,,,,,,,,,44,39.89,28,56,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,648,,,,,,,,,,,,,,,,0,31.87,28,56,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,583.62,,,,,,,,,,,,,,,,0,41.88,28,56,
65.3,21.94,5.85,2.5,0.9,Ordinary Portland cement 43 grade,396,195,0.49,,,1124,2.86,551.2,,,,,,,,,,,,,,,,0,42.3,28,56,
63.8,19.07,4.43,3.5,1.87,Portland cement CEM I 42.5R,100,,0.5,,,,,,3.27,54.08,26.38,6.12,1.55,0,,,,,,,,,,,,28,7,6.39
63.8,19.07,4.43,3.5,1.87,Portland cement CEM I 42.5R,50,,0.5,,,,,,3.27,54.08,26.38,6.12,1.55,50,,,,,,,,,,,,28,7,8.88
63.8,19.07,4.43,3.5,1.87,Portland cement CEM I 42.5R,50,,0.5,,,,,,27.41,36.03,8.33,4.12,3.56,50,,,,,,,,,,,,28,7,8.95
63.8,19.07,4.43,3.5,1.87,Portland cement CEM I 42.5R,50,,0.5,,,,,,15,45.05,17.36,5.12,2.55,25,,,,,,,,,,,,28,7,10.57
63.8,19.07,4.43,3.5,1.87,Portland cement CEM I 42.5R,100,,0.5,,,,,,3.27,54.08,26.38,6.12,1.55,0,,,,,,,,,,,,28,14,5.44
63.8,19.07,4.43,3.5,1.87,Portland cement CEM I 42.5R,50,,0.5,,,,,,3.27,54.08,26.38,6.12,1.55,50,,,,,,,,,,,,28,14,12.67
63.8,19.07,4.43,3.5,1.87,Portland cement CEM I 42.5R,50,,0.5,,,,,,27.41,36.03,8.33,4.12,3.56,50,,,,,,,,,,,,28,14,13.29
63.8,19.07,4.43,3.5,1.87,Portland cement CEM I 42.5R,50,,0.5,,,,,,15,45.05,17.36,5.12,2.55,25,,,,,,,,,,,,28,14,14.27
66.98,17.44,3.97,4.16,1.61,,341.4,170.6,0.5,,,904.7,,836.4,,,,,,,,,,,,,,,,,37.66,28,7,1.58
66.98,17.44,3.97,4.16,1.61,,238.7,170.7,0.72,,,903.8,,835.6,,,,,,,,6.6,40.46,3.97,4.16,1.61,102.3,,,,31.95,28,7,3.75
66.98,17.44,3.97,4.16,1.61,,307.1,170.5,0.55,,,904.3,,836.1,,,,,,,,3.61,40.68,3.64,6.87,40.45,34.1,,,,36.22,28,7,1.07
66.98,17.44,3.97,4.16,1.61,,324.3,170.6,0.53,,,904.5,,836.3,,,,,,,,4.15,40.81,2.65,7.88,43.43,17.1,,,,40.39,28,7,2.51
66.98,17.44,3.97,4.16,1.61,,341.4,170.6,0.5,,,904.7,,836.4,,,,,,,,,,,,,,,,,37.66,28,14,2.96
66.98,17.44,3.97,4.16,1.61,,238.7,170.7,0.72,,,903.8,,835.6,,,,,,,,6.6,40.46,3.97,4.16,1.61,102.3,,,,31.95,28,14,6.93
66.98,17.44,3.97,4.16,1.61,,307.1,170.5,0.55,,,904.3,,836.1,,,,,,,,3.61,40.68,3.64,6.87,40.45,34.1,,,,36.22,28,14,0.192
66.98,17.44,3.97,4.16,1.61,,324.3,170.6,0.53,,,904.5,,836.3,,,,,,,,4.15,40.81,2.65,7.88,43.43,17.1,,,,40.39,28,14,4.73
66.98,17.44,3.97,4.16,1.61,,341.4,170.6,0.5,,,904.7,,836.4,,,,,,,,,,,,,,,,,37.66,28,28,3.2
66.98,17.44,3.97,4.16,1.61,,238.7,170.7,0.72,,,903.8,,835.6,,,,,,,,6.6,40.46,3.97,4.16,1.61,102.3,,,,31.95,28,28,7.46
66.98,17.44,3.97,4.16,1.61,,307.1,170.5,0.55,,,904.3,,836.1,,,,,,,,3.61,40.68,3.64,6.87,40.45,34.1,,,,36.22,28,28,2.36
66.98,17.44,3.97,4.16,1.61,,324.3,170.6,0.53,,,904.5,,836.3,,,,,,,,4.15,40.81,2.65,7.88,43.43,17.1,,,,40.39,28,28,5.22
60.81,20.63,6.21,3.45,0.75,,350,178,0.51,,,1250,,702,4.04,51.18,25.18,8.99,1.51,0,,,,,,,,,,,30.2,28,28,20.68
60.81,20.63,6.21,3.45,0.75,,270,181,0.67,,,1250,,702,4.04,51.18,25.18,8.99,1.51,48,,,,,,,,,,,25.2,28,28,28.13
60.81,20.63,6.21,3.45,0.75,,227,172,0.76,,,1250,,702,4.04,51.18,25.18,8.99,1.51,97,,,,,,,,,,,21.7,28,28,25.68
60.81,20.63,6.21,3.45,0.75,,431,151,0.35,,,1250,,704,4.04,51.18,25.18,8.99,1.51,0,,,,,,,,,,,49,28,28,7.75
60.81,20.63,6.21,3.45,0.75,,366,142,0.39,,,1250,,705,4.04,51.18,25.18,8.99,1.51,65,,,,,,,,,,,47.1,28,28,8.15
60.81,20.63,6.21,3.45,0.75,,326,121,0.37,,,1250,,703,4.04,51.18,25.18,8.99,1.51,140,,,,,,,,,,,52.9,28,28,3.92
60.81,20.63,6.21,3.45,0.75,,350,178,0.51,,,1250,,702,4.04,51.18,25.18,8.99,1.51,0,,,,,,,,,,,30.2,28,62,23.09
60.81,20.63,6.21,3.45,0.75,,270,181,0.67,,,1250,,702,4.04,51.18,25.18,8.99,1.51,48,,,,,,,,,,,25.2,28,62,42.22
60.81,20.63,6.21,3.45,0.75,,227,172,0.76,,,1250,,702,4.04,51.18,25.18,8.99,1.51,97,,,,,,,,,,,21.7,28,62,42.32
60.81,20.63,6.21,3.45,0.75,,431,151,0.35,,,1250,,704,4.04,51.18,25.18,8.99,1.51,0,,,,,,,,,,,49,28,62,11
60.81,20.63,6.21,3.45,0.75,,366,142,0.39,,,1250,,705,4.04,51.18,25.18,8.99,1.51,65,,,,,,,,,,,47.1,28,62,10.17
60.81,20.63,6.21,3.45,0.75,,326,121,0.37,,,1250,,703,4.04,51.18,25.18,8.99,1.51,140,,,,,,,,,,,52.9,28,62,5.09
64.8,23.5,5.2,3.1,3.5,,180,160,0.88,,,957,,707,5.4,51.7,24,7.4,1.6,90,,38.5,39.9,20.5,0.4,4.2,180,,,,,28,7,0.67
64.8,23.5,5.2,3.1,3.5,,135,160,1.18,,,970,,717,5.4,51.7,24,7.4,1.6,0,,38.5,39.9,20.5,0.4,4.2,292.5,,,,,28,7,0.56
64.8,23.5,5.2,3.1,3.5,,90,160,1.78,,,970,,717,5.4,51.7,24,7.4,1.6,0,,38.5,39.9,20.5,0.4,4.2,337.5,,,,,28,7,0.45
64.8,23.5,5.2,3.1,3.5,,180,160,0.88,,,957,,707,5.4,51.7,24,7.4,1.6,90,,38.5,39.9,20.5,0.4,4.2,180,,,,,28,28,2.55
64.8,23.5,5.2,3.1,3.5,,135,160,1.18,,,970,,717,5.4,51.7,24,7.4,1.6,0,,38.5,39.9,20.5,0.4,4.2,292.5,,,,,28,28,2.29
64.8,23.5,5.2,3.1,3.5,,90,160,1.78,,,970,,717,5.4,51.7,24,7.4,1.6,0,,38.5,39.9,20.5,0.4,4.2,337.5,,,,,28,28,3.04
64.8,23.5,5.2,3.1,3.5,,180,160,0.88,,,957,,707,5.4,51.7,24,7.4,1.6,90,,38.5,39.9,20.5,0.4,4.2,180,,,,,28,56,5.03
64.8,23.5,5.2,3.1,3.5,,135,160,1.18,,,970,,717,5.4,51.7,24,7.4,1.6,0,,38.5,39.9,20.5,0.4,4.2,292.5,,,,,28,56,3.71
64.8,23.5,5.2,3.1,3.5,,90,160,1.78,,,970,,717,5.4,51.7,24,7.4,1.6,0,,38.5,39.9,20.5,0.4,4.2,337.5,,,,,28,56,5.37
64.8,23.5,5.2,3.1,3.5,,180,160,0.88,,,957,,707,5.4,51.7,24,7.4,1.6,90,,38.5,39.9,20.5,0.4,4.2,180,,,,,28,90,10.64
64.8,23.5,5.2,3.1,3.5,,135,160,1.18,,,970,,717,5.4,51.7,24,7.4,1.6,0,,38.5,39.9,20.5,0.4,4.2,292.5,,,,,28,90,7.13
64.8,23.5,5.2,3.1,3.5,,90,160,1.78,,,970,,717,5.4,51.7,24,7.4,1.6,0,,38.5,39.9,20.5,0.4,4.2,337.5,,,,,28,90,8.01
64.35,22,5.64,3.8,2.11,,375,170,0.45,,,1074,,716,8.38,45.3,34.4,2.37,0.4,0,,,,,,,,,,,46.76,28,7,1.8
64.35,22,5.64,3.8,2.11,,300,170,0.57,,,1074,,716,8.38,45.3,34.4,2.37,0.4,75,,,,,,,,,,,53.59,28,7,2
53.2,25,7.78,3.97,2.1,,2124,1169,0.55,,,,,,,,,,,,,,,,,,,,,,,28,63,4.8
53.2,25,7.78,3.97,2.1,,2974,1636,0.55,,,,,,,,,,,,,,,,,,,,,,,28,63,8.4
53.2,25,7.78,3.97,2.1,,425,234,0.55,,,,,,,,,,,,,,,,,,,,,,,28,63,4.8
53.2,25,7.78,3.97,2.1,,425,234,0.55,,,,,,,,,,,,,,,,,,,,,,,28,63,8.4
53.2,25,7.78,3.97,2.1,,2042,818,0.4,,,,,,,,,,,,,,,,,,,,,,,28,63,2
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,100,40,0.4,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,0,,,,43.03,28,28,3.77
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,60,40,0.67,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,0,,,,40.35,28,28,5.69
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,60,40,0.67,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,10,,,,39.28,28,28,5.45
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,60,40,0.67,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,20,,,,42.14,28,28,5.33
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,60,40,0.67,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,30,,,,36.78,28,28,4.32
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,60,40,0.67,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,40,,,,30.01,28,28,5.36
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,50,40,0.8,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,0,,,,40.17,28,28,7.13
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,50,40,0.8,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,10,,,,39.28,28,28,6.77
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,50,40,0.8,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,20,,,,38.57,28,28,6.48
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,50,40,0.8,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,30,,,,39.28,28,28,5.6
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,50,40,0.8,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,40,,,,29.1,28,28,5.68
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,50,40,0.8,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,50,,,,20.53,28,28,5.75
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,40,40,1,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,0,,,,37.67,28,28,8.04
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,40,40,1,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,10,,,,36.42,28,28,7.88
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,40,40,1,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,20,,,,35.53,28,28,7.07
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,40,40,1,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,30,,,,33.57,28,28,6.87
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,40,40,1,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,40,,,,29.64,28,28,5.78
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,40,40,1,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,50,,,,24.64,28,28,4.82
67.51,16.7,4.65,3.76,1.66,Ordinary Portland cement 43 grade,40,40,1,,,,,,,,,,,,,35.73,34.62,11.83,2.73,9.83,60,,,,23.39,28,28,4.29
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,251,164,0.65,,,1237,,704,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,0,,,,32.3,28,28,11.9
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,342,151,0.44,,,1275,,622,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,0,,,,60.8,28,28,1.6
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,440,152,0.35,,,1254,,547,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,0,,,,71.7,28,28,1.5
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,251,163,0.65,,,1239,,705,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,0,,,,30.7,28,28,13.3
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,342,151,0.44,,,1275,,622,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,0,,,,54.2,28,28,3
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,432,149,0.34,,,1280,,537,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,0,,,,63.7,28,28,2
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,189,163,0.86,,,1246,,680,2.81,58.4,20.14,8.3,1.94,62,,37.82,38.67,9.98,1.26,7.76,0,,,,25.2,28,28,18.6
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,257,151,0.59,,,1288,,586,2.81,58.4,20.14,8.3,1.94,86,,37.82,38.67,9.98,1.26,7.76,0,,,,51.3,28,28,7.1
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,325,149,0.46,,,1299,,493,2.81,58.4,20.14,8.3,1.94,108,,37.82,38.67,9.98,1.26,7.76,0,,,,68.6,28,28,2.4
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,189,163,0.86,,,1248,,680,2.81,58.4,20.14,8.3,1.94,62,,37.82,38.67,9.98,1.26,7.76,0,,,,21.5,28,28,19.6
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,256,151,0.59,,,1289,,587,2.81,58.4,20.14,8.3,1.94,85,,37.82,38.67,9.98,1.26,7.76,0,,,,39.9,28,28,8.3
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,325,149,0.46,,,1299,,493,2.81,58.4,20.14,8.3,1.94,108,,37.82,38.67,9.98,1.26,7.76,0,,,,58.7,28,28,4.2
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,128,166,1.3,,,1236,,663,2.81,58.4,20.14,8.3,1.94,128,,37.82,38.67,9.98,1.26,7.76,0,,,,17.6,28,28,27.2
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,171,151,0.88,,,1300,,551,2.81,58.4,20.14,8.3,1.94,171,,37.82,38.67,9.98,1.26,7.76,0,,,,35,28,28,14.9
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,216,150,0.69,,,1316,,449,2.81,58.4,20.14,8.3,1.94,216,,37.82,38.67,9.98,1.26,7.76,0,,,,50.7,28,28,8.6
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,189,163,0.86,,,1237,,705,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,62,,,,23.1,28,28,22.8
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,256,151,0.59,,,1264,,635,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,85,,,,59.1,28,28,4.8
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,326,146,0.45,,,1275,,557,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,108,,,,84.3,28,28,2
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,189,163,0.86,,,1210,,733,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,62,,,,22.4,28,28,19.6
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,256,151,0.59,,,1264,,637,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,85,,,,53.5,28,28,5.5
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,325,149,0.46,,,1270,,554,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,108,,,,70.4,28,28,3.4
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,126,163,1.29,,,1238,,708,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,126,,,,27.2,28,28,21.6
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,171,151,0.88,,,1263,,638,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,171,,,,59.9,28,28,6.7
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,216,149,0.69,,,1269,,558,2.81,58.4,20.14,8.3,1.94,0,,37.82,38.67,9.98,1.26,7.76,216,,,,63.2,28,28,3.3
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,126,163,1.29,,,1249,,680,2.81,58.4,20.14,8.3,1.94,62,,37.82,38.67,9.98,1.26,7.76,63,,,,25.9,28,28,18.5
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,171,151,0.88,,,1276,,600,2.81,58.4,20.14,8.3,1.94,85,,37.82,38.67,9.98,1.26,7.76,85,,,,48.5,28,28,9.2
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,216,149,0.69,,,1285,,511,2.81,58.4,20.14,8.3,1.94,109,,37.82,38.67,9.98,1.26,7.76,108,,,,64,28,28,4.8
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,62,163,2.63,,,1251,,681,2.81,58.4,20.14,8.3,1.94,63,,37.82,38.67,9.98,1.26,7.76,126,,,,16,28,28,33.8
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,86,151,1.76,,,1276,,603,2.81,58.4,20.14,8.3,1.94,86,,37.82,38.67,9.98,1.26,7.76,171,,,,30.4,28,28,16.7
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,109,149,1.37,,,1257,,541,2.81,58.4,20.14,8.3,1.94,108,,37.82,38.67,9.98,1.26,7.76,216,,,,52.5,28,28,11.3
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,126,163,1.29,,,1251,,679,2.81,58.4,20.14,8.3,1.94,63,,37.82,38.67,9.98,1.26,7.76,62,,,,21,28,28,22.1
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,171,151,0.88,,,1276,,600,2.81,58.4,20.14,8.3,1.94,85,,37.82,38.67,9.98,1.26,7.76,85,,,,41.7,28,28,10.4
63.29,7.14,5.1,3.32,1.66,CEM I 425andCEM II/A-L 42,216,149,0.69,,,1272,,524,2.81,58.4,20.14,8.3,1.94,108,,37.82,38.67,9.98,1.26,7.76,109,,,,56.2,28,28,4.7
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,375.9,131.6,0.35,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,0,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,10,0.2
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,350,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,0,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,10,0.7
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,327.5,180,0.55,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,0,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,10,4
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,315,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,35,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,10,1.7
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,280,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,70,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,10,2.7
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,245,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,105,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,10,13.6
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,262.5,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,0,,37.36,31.01,14.95,0.31,9.44,87.5,,,,,28,10,0.8
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,227.5,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,0,,37.36,31.01,14.95,0.31,9.44,122.5,,,,,28,10,0.9
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,185,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,0,,37.36,31.01,14.95,0.31,9.44,175,,,,,28,10,1.6
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,375.9,131.6,0.35,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,0,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,20,
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,350,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,0,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,20,2.5
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,327.5,180,0.55,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,0,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,20,
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,315,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,35,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,20,
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,280,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,70,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,20,
63.25,20.98,4.73,3.52,2.81,P.I 42.5 Portland cement,245,157.5,0.45,,,1165.5,,777,2.71,55.25,26.86,5.58,1.03,105,,37.36,31.01,14.95,0.31,9.44,0,,,,,28,20,16.3
